t_hours,z_meters,psi_meters,t_norm,z_norm,psi_norm,source
1489.0,17.0713,-2.161,0.9940476190476191,0.31038727272727273,-0.8412848370335381,profile_snapshot
1263.0,11.1007,-2.449,0.32142857142857145,0.2018309090909091,-0.9773264052905054,profile_snapshot
1257.0,4.4443,-0.461,0.30357142857142855,0.08080545454545454,-0.038261691072272064,profile_snapshot
1221.0,18.3231,-2.084,0.19642857142857142,0.33314727272727274,-0.8049126121870572,profile_snapshot
1325.0,14.4712,-2.291,0.5059523809523809,0.2631127272727273,-0.9026924893717525,profile_snapshot
1381.0,15.6268,-2.233,0.6726190476190477,0.28412363636363636,-0.87529522909778,profile_snapshot
1427.0,8.9822,-0.462,0.8095238095238095,0.16331272727272728,-0.038734057628720064,profile_snapshot
1487.0,3.7197,-0.534,0.9880952380952381,0.06763090909090909,-0.07274444969296179,profile_snapshot
1367.0,18.0342,-2.105,0.6309523809523809,0.32789454545454544,-0.814832309872461,profile_snapshot
1337.0,10.523,-1.619,0.5416666666666666,0.19132727272727273,-0.5852621634388286,profile_snapshot
1399.0,14.5675,-2.289,0.7261904761904762,0.26486363636363636,-0.901747756258857,profile_snapshot
1437.0,13.123,-2.365,0.8392857142857143,0.23859999999999998,-0.9376476145488901,profile_snapshot
1475.0,14.3749,-2.302,0.9523809523809523,0.2613618181818182,-0.9078885214926784,profile_snapshot
1335.0,7.7294,-0.419,0.5357142857142857,0.14053454545454547,-0.018422295701464364,profile_snapshot
1387.0,5.4588,-0.508,0.6904761904761905,0.0992509090909091,-0.06046291922531888,profile_snapshot
1413.0,7.5361,-0.484,0.7678571428571429,0.13702,-0.04912612187057164,profile_snapshot
1451.0,11.5822,-2.034,0.8809523809523809,0.21058545454545455,-0.781294284364667,profile_snapshot
1405.0,9.2711,-0.44,0.7440476190476191,0.16856545454545455,-0.02834199338686827,profile_snapshot
1359.0,3.4299,-0.421,0.6071428571428571,0.06236181818181818,-0.01936702881435992,profile_snapshot
1251.0,6.9081,-0.364,0.2857142857142857,0.12560181818181818,0.0075578649031649014,profile_snapshot
1355.0,17.1675,-2.15,0.5952380952380952,0.31213636363636366,-0.8360888049126122,profile_snapshot
1479.0,9.0785,-0.48,0.9642857142857143,0.16506363636363636,-0.04723665564478041,profile_snapshot
1299.0,13.123,-2.36,0.42857142857142855,0.23859999999999998,-0.9352857817666509,profile_snapshot
1417.0,12.5452,-2.392,0.7797619047619048,0.22809454545454544,-0.9504015115729807,profile_snapshot
1421.0,16.6861,-2.179,0.7916666666666666,0.30338363636363636,-0.8497874350495984,profile_snapshot
1481.0,11.8711,-2.192,0.9702380952380952,0.21583818181818182,-0.8559282002834201,profile_snapshot
1421.0,4.4927,-0.446,0.7916666666666666,0.08168545454545455,-0.031176192725555163,profile_snapshot
1385.0,16.8787,-2.167,0.6845238095238095,0.3068854545454545,-0.8441190363722249,profile_snapshot
1459.0,7.2946,-0.487,0.9047619047619048,0.13262909090909092,-0.050543221539915084,profile_snapshot
1441.0,17.2638,-2.149,0.8511904761904762,0.31388727272727274,-0.8356164383561644,profile_snapshot
1337.0,4.5893,-0.539,0.5416666666666666,0.08344181818181817,-0.0751062824752009,profile_snapshot
1389.0,11.1007,-2.115,0.6964285714285714,0.2018309090909091,-0.8195559754369393,profile_snapshot
1427.0,8.597,-0.47,0.8095238095238095,0.1563090909090909,-0.04251299008030229,profile_snapshot
1363.0,6.5699,-0.48,0.6190476190476191,0.11945272727272727,-0.04723665564478041,profile_snapshot
